label,easting,northing
41494043,366034.8,2478382.2
41494045,366034.8,2478407.3
41494047,366034.8,2478432.3
41494049,366034.8,2478457.3
41494051,366034.8,2478482.3
41494053,366034.8,2478507.2
41494055,366034.8,2478532.3
41494057,366034.8,2478557.2
41494059,366034.8,2478582.3
41494061,366034.8,2478607.3
41514043,366059.8,2478382.3
41514045,366059.8,2478407.2
41514047,366059.8,2478432.2
41514049,366059.8,2478457.3
41514051,366059.8,2478482.3
41514053,366059.8,2478507.3
41514055,366059.8,2478532.3
41514057,366059.8,2478557.3
41514059,366059.8,2478582.3
41514061,366059.8,2478607.2
41534043,366076.5,2478387.3
41534045,366082.3,2478411.6
41534047,366084.8,2478432.3
41534049,366084.8,2478457.3
41534051,366084.8,2478482.2
41534053,366084.8,2478507.3
41534055,366084.8,2478532.2
41534057,366084.8,2478557.3
41534059,366084.8,2478582.3
41534061,366084.8,2478607.3
41534063,366084.8,2478632.3
41534065,366084.8,2478657.2
41554043,366116.3,2478385.6
41554045,366120.7,2478404.1
41554047,366114,2478440.7
41554051,366109.8,2478482.3
41554053,366109.8,2478507.3
41554055,366109.8,2478532.3
41554059,366109.8,2478582.3
41554061,366109.8,2478607.3
41554063,366109.8,2478632.3
41554065,366109.8,2478657.3
41554067,366109.8,2478682.2
41554069,366109.8,2478707.3
41554073,366109.8,2478757.3
41574043,366134.8,2478382.2
41574045,366134.8,2478407.3
41574047,366134.8,2478432.3
41574049,366134.8,2478457.3
41574051,366134.8,2478482.3
41574055,366134.8,2478532.3
41574057,366134.8,2478557.3
41574061,366134.8,2478607.3
41574063,366134.8,2478632.2
41574065,366134.8,2478657.3
41574067,366134.8,2478682.3
41574069,366134.8,2478707.3
41594045,366159.8,2478407.3
41594049,366159.8,2478457.3
41594051,366159.8,2478482.3
41594053,366159.8,2478507.3
41594055,366159.8,2478532.3
41594057,366159.8,2478557.3
41594061,366159.8,2478607.3
41594065,366159.8,2478657.3
41594067,366159.8,2478682.3
41594069,366159.8,2478707.3
41594071,366159.8,2478732.3
41594073,366159.8,2478757.2
41614043,366184.8,2478382.3
41614047,366184.8,2478432.3
41614049,366184.8,2478457.3
