Label,easting,northing
41134039,365584.8,2478332.3
41134043,365584.8,2478382.3
41134045,365584.8,2478407.3
41134049,365584.8,2478457.3
41134051,365584.8,2478482.3
41134053,365584.8,2478507.3
41134055,365584.8,2478532.3
41134057,365584.8,2478557.3
41134061,365584.8,2478607.3
41134065,365584.8,2478657.3
41134067,365584.8,2478682.3
41154039,365609.8,2478332.3
41154041,365609.8,2478357.3
41154043,365609.8,2478382.3
41154047,365609.8,2478432.3
41154051,365609.8,2478482.3
41154053,365609.8,2478507.3
41154057,365609.8,2478557.3
41154059,365609.8,2478582.3
41154061,365609.8,2478607.3
41154063,365609.8,2478632.3
41154065,365609.8,2478657.3
41154067,365609.8,2478682.2
41174041,365634.8,2478357.3
41174043,365634.8,2478382.3
41174045,365634.8,2478407.3
41174047,365634.8,2478432.3
41174049,365634.8,2478457.3
41174051,365634.8,2478482.3
41174055,365634.8,2478532.3
41174059,365634.8,2478582.3
41174061,365634.8,2478607.3
41174063,365634.8,2478632.3
41174065,365634.8,2478657.2
41194039,365659.8,2478332.3
41194043,365659.8,2478382.3
41194045,365659.8,2478407.3
41194047,365659.8,2478432.3
41194051,365659.8,2478482.3
41194053,365659.8,2478507.3
41194057,365659.8,2478557.3
41194059,365659.8,2478582.3
41194061,365659.8,2478607.3
41194063,365659.8,2478632.3
41194067,365659.8,2478682.2
41214041,365684.8,2478357.3
41214043,365684.8,2478382.3
41214045,365684.8,2478407.3
41214047,365684.8,2478432.3
41214049,365684.8,2478457.3
41214051,365684.8,2478482.3
41214055,365684.8,2478532.3
41214059,365684.8,2478582.3
41214061,365684.8,2478607.3
41214065,365684.8,2478657.3
41234039,365709.8,2478332.3
41234041,365709.8,2478357.3
41234043,365709.8,2478382.3
41234049,365709.8,2478457.3
41234051,365709.8,2478482.3
41234053,365709.8,2478507.3
41234055,365709.8,2478532.3
41234057,365709.8,2478557.3
41234059,365709.8,2478582.3
41234063,365709.8,2478632.3
41234067,365709.8,2478682.3
41254039,365734.8,2478332.3
41254041,365734.8,2478357.3
41254045,365734.8,2478407.3
41254047,365734.8,2478432.3
41254049,365734.8,2478457.3
41254053,365734.8,2478507.3
41254055,365734.8,2478532.3
41254057,365734.8,2478557.3
41254061,365734.8,2478607.3
41254065,365734.8,2478657.3
41254067,365734.8,2478682.3
41274039,365759.8,2478332.3
41274043,365759.8,2478382.3
41274045,365759.8,2478407.3
41274047,365759.8,2478432.3
41274049,365759.8,2478457.3
41274051,365759.8,2478482.2
41274053,365759.8,2478507.3
41274055,365759.8,2478532.3
41274059,365759.8,2478582.3
41274063,365759.8,2478632.2
41274065,365759.8,2478657.3
41274067,365759.8,2478682.3
41294039,365784.8,2478332.3
41294041,365784.8,2478357.3
41294043,365784.8,2478382.3
41294047,365784.8,2478432.2
41294049,365784.8,2478457.3
41294051,365784.8,2478482.3
41294053,365784.8,2478507.3
41294055,365779.7,2478530.7
41294057,365784.8,2478557.3
41294061,365784.8,2478607.3
41294063,365784.8,2478632.3
41294065,365784.8,2478657.3
41294067,365784.8,2478682.3
41314039,365809.8,2478332.3
41314041,365809.8,2478357.3
41314043,365809.8,2478382.2
41314045,365809.8,2478407.3
41314047,365809.8,2478432.3
41314049,365809.8,2478457.2
41314051,365809.8,2478482.3
41314053,365804.2,2478508
41314055,365809.8,2478532.3
41314059,365809.8,2478582.2
41314061,365809.8,2478607.3
41314063,365809.8,2478632.3
41314065,365809.8,2478657.3
41314067,365809.8,2478682.2
41334039,365834.8,2478332.2
41334041,365834.8,2478357.3
41334043,365834.8,2478382.3
41334045,365834.8,2478407.3
41334047,365834.8,2478432.3
41334049,365834.8,2478457.3
41334053,365834.8,2478507.2
41334057,365834.8,2478557.3
41334059,365834.8,2478582.3
41334061,365834.8,2478607.2
41334063,365834.8,2478632.3
41334065,365834.8,2478657.2
41354039,365859.8,2478332.3
41354041,365859.8,2478357.2
41354043,365859.8,2478382.3
41354045,365859.8,2478407.3
41354047,365859.8,2478432.3
41354055,365859.8,2478532.3
41354057,365859.8,2478557.2
41354059,365859.8,2478582.3
41354061,365859.8,2478607.3
41354063,365859.8,2478632.3
41374039,365884.8,2478332.2
41374041,365884.8,2478357.3
41374043,365884.8,2478382.3
41374045,365884.8,2478407.3
41374047,365884.8,2478432.3
41374053,365884.8,2478507.3
41374055,365884.8,2478532.3
41374057,365884.8,2478557.3
41374059,365884.8,2478582.3
41374061,365884.8,2478607.2
41374067,365884.8,2478682.3
41394039,365909.8,2478332.3
41394041,365909.8,2478357.3
41394043,365909.8,2478382.2
41394045,365909.8,2478407.3
41394051,365918.7,2478481.8
41394053,365909.8,2478507.3
41394055,365909.8,2478532.2
41394057,365909.8,2478557.3
41394059,365909.8,2478582.3
41394061,365909.8,2478607.3
41394065,365909.8,2478657.3
41414039,365934.8,2478332.3
41414041,365934.8,2478357.3
41414043,365934.8,2478382.3
41414047,365934.8,2478432.2
41414049,365942.5,2478460.2
41414051,365934.8,2478482.3
41414053,365934.8,2478507.3
41414055,365934.8,2478532.3
41414057,365934.8,2478557.3
41414059,365934.8,2478582.2
41414061,365934.8,2478607.3
41414067,365934.8,2478682.3
