1,533591.3,2372423.3
2,533593.3,2372445.3
3,533593.8,2372468.4
4,533590.4,2372493
5,533618.5,2372491.6
6,533615.4,2372422
7,533616.7,2372394.9
8,533614.5,2372367
9,533617.6,2372343.5
10,533618.5,2372317.2
11,533616,2372294.6
12,533616.7,2372245.6
13,533617,2372217.5
14,533641.4,2372470.9
15,533642,2372445.1
16,533641.8,2372419.5
17,533641.4,2372368.3
18,533640.1,2372342.5
19,533639.3,2372319.7
20,533642.8,2372268.5
21,533644.1,2372243.6
22,533641.2,2372217.9
23,533641,2372191.9
24,533637.9,2372145.9
25,533640.7,2372118.5
26,533640.7,2372040.1
27,533643.6,2372019.2
28,533666,2371966.8
29,533663.3,2371991.2
30,533668.8,2372034.8
31,533668.4,2372092.2
32,533667.4,2372116.2
33,533667.2,2372142.3
34,533667.6,2372168
35,533666.7,2372191.8
36,533665,2372218.3
37,533666.7,2372269.2
38,533667.4,2372292.5
39,533666.3,2372343.4
40,533663.9,2372368.5
41,533668.1,2372394.3
42,533665.9,2372442.3
43,533665.8,2372468
44,533666.2,2372493.2
45,533692.3,2372494.6
46,533692.3,2372443.5
47,533693.9,2372395.2
48,533693.3,2372369.5
49,533694.2,2372344.1
50,533694.4,2372319
51,533690.2,2372268.5
52,533690.8,2372243
53,533691.8,2372221.1
54,533691.6,2372193.5
55,533692.1,2372145.8
56,533693.1,2372122.3
57,533695.8,2372092.1
58,533690.4,2372031.6
59,533692,2372017.6
60,533691.8,2371969.8
61,533714.5,2371992.3
62,533717.8,2372022.5
63,533719.5,2372042.3
64,533715.5,2372069.2
65,533715.9,2372094.4
66,533716.8,2372119
67,533715.8,2372171.3
68,533716.5,2372194
69,533717.7,2372218.8
70,533716,2372266.4
71,533715.3,2372294
72,533716.9,2372342.2
73,533716.8,2372392.1
74,533715.5,2372423.5
75,533715.7,2372443.5
76,533717.4,2372469.8
77,533745.2,2372493
78,533744.1,2372468.4
79,533742.4,2372421
80,533744.2,2372393.7
81,533743.2,2372367.3
82,533741.2,2372320.3
83,533739.6,2372293.4
84,533740.4,2372269.2
85,533741.5,2372242.7
86,533741.1,2372193
87,533740.3,2372168
88,533740.1,2372144.6
89,533742.4,2372119.4
90,533741.2,2372068.6
91,533740,2372044.6
92,533740.2,2371989.3
93,533739.5,2371970.3
94,533765.4,2371972.4
95,533766.3,2371996.2
96,533766.1,2372018.7
97,533763.7,2372069.9
98,533764.6,2372095
99,533765.3,2372142.6
100,533761.2,2372170.2
101,533770.8,2372222.6
102,533766.4,2372243.9
103,533768.8,2372293.6
104,533766.7,2372318.3
105,533767.7,2372345.6
106,533770.2,2372368.8
107,533766,2372418.4
108,533767.6,2372442.6
109,533765.2,2372467.6
110,533764.6,2372492.6
111,533794.8,2372468.4
112,533795.2,2372444.4
113,533794.4,2372420.3
114,533789.9,2372371
115,533790.9,2372345
116,533789.8,2372318.6
117,533790.8,2372267.4
118,533792.5,2372243
119,533791.6,2372219.2
120,533794.9,2372168
121,533792.4,2372143.5
122,533792.7,2372119.1
123,533793.1,2372068.1
124,533791.5,2372044.5
125,533791.4,2372018.8
126,533791.9,2371996.2
127,533820.8,2371968
128,533819.6,2371996.7
129,533813.1,2372045.2
130,533816.5,2372091
131,533813.5,2372120.4
132,533813.9,2372143.7
133,533819.9,2372194.9
134,533818.2,2372219.2
135,533815.2,2372244.3
136,533814.2,2372291.9
137,533814.1,2372317.2
138,533815.7,2372343.5
139,533815.1,2372370.1
140,533814.3,2372392.3
141,533815.1,2372444.4
142,533815.4,2372467.7
143,533815.9,2372492.3
144,533842.7,2372494.3
145,533841.7,2372439.7
146,533842.5,2372416.5
147,533843.1,2372390.8
148,533840.2,2372344.1
149,533842.2,2372293.6
150,533843.1,2372268.7
151,533843,2372241.2
152,533841,2372197
153,533840.6,2372167.5
154,533841,2372117.8
155,533842.3,2372093.1
156,533843.8,2372070.9
157,533843.3,2372040.4
158,533837.9,2372025.6
159,533839.3,2371966.4
160,533869,2371972.9
161,533870.8,2371996.2
162,533878.2,2372017.7
163,533867.6,2372069.7
164,533867.8,2372093.1
165,533866.8,2372143.8
166,533865.6,2372167.9
167,533867.7,2372191
168,533868.2,2372220.2
169,533864.8,2372271.7
170,533867.1,2372295.3
171,533866,2372320.8
172,533867.5,2372370.3
173,533865.7,2372395.9
174,533867.7,2372419.6
175,533867.5,2372469.9
176,533866.7,2372494.1
177,533890.4,2372492.3
178,533891.3,2372442.6
179,533891.1,2372418.8
180,533891,2372369.8
181,533892.1,2372318
182,533891.5,2372294.1
183,533889.2,2372267
184,533893.4,2372242.8
185,533888.8,2372218
186,533888.3,2372165.6
187,533888,2372140.2
188,533893.5,2372118.7
189,533890.8,2372091.6
190,533891.7,2372041.4
191,533889.1,2372017
192,533885.1,2371968.8
193,533918.8,2371953.5
194,533911.3,2371969.8
195,533919.2,2371985.4
196,533916.5,2372045.5
197,533917.5,2372069
198,533917.2,2372119.3
199,533916.3,2372143.6
200,533916.7,2372168.1
201,533916.8,2372191.9
202,533916.5,2372246.5
203,533915.5,2372294.6
204,533916.9,2372320.8
205,533917.2,2372344.4
206,533916.1,2372394.5
207,533916.7,2372417.8
208,533914.7,2372445.2
209,533914.1,2372468.6
210,533941,2372343.1
211,533940.8,2372294.9
212,533939.9,2372269.1
213,533941.7,2372218
214,533942.2,2372194.1
215,533940,2372168.1
216,533940.7,2372146.9
217,533940.5,2372093.5
218,533940.2,2372071
219,533938.4,2372034.7
220,533938.7,2372014.4
221,533948.7,2371999.8
