id,file_id,line,point,fleet_nr,vibrator,drive,avg_phase,peak_phase,avg_dist,peak_dist,avg_force,peak_force,avg_stiffness,avg_viscosity,easting,northing,elevation,time_break,hdop,tb_date,positioning,distance,time,velocity,dense_flag
7891483,311,4831,1831, ,13,75,2,7,12,27,65,77,19,9,531865.3,2373868.4,113.1,2023/10/24 01:47:47.080,0.7,"    1698083267080000","
",50.7252402656447,26.5,1.91416001002433,0
7891496,311,4827,1831, ,13,75,1,7,11,24,66,77,13,6,531814.6,2373866.8,113.4,2023/10/24 01:48:25.208,0.7,"    1698083305208000","
",25.8027130356265,11.5,2.243714177011,0
7891505,311,4825,1831, ,13,75,2,7,10,18,65,79,13,6,531788.9,2373869.1,113.3,2023/10/24 01:48:49.176,0.7,"    1698083329176000","
",27.4182421026819,11.5,2.3841949654506,0
7891512,311,4823,1831, ,13,75,1,7,11,20,65,77,15,7,531761.5,2373868.1,113.2,2023/10/24 01:49:12.840,0.6,"    1698083352840000","
",22.5019999111165,11.5,1.95669564444492,0
7891520,311,4821,1831, ,13,75,2,7,10,21,66,78,13,6,531739,2373868.4,112.9,2023/10/24 01:49:36.184,0.6,"    1698083376184000","
",25.4007873893915,12.5,2.03206299115132,0
7891529,311,4819,1831, ,13,75,2,8,11,21,66,78,13,6,531713.6,2373868.2,112.8,2023/10/24 01:50:01.088,0.6,"    1698083401088000","
",50.6024702954079,19.5,2.59499847668759,0
7891594,311,4817,1833, ,13,75,1,8,10,17,66,77,12,5,531695.3,2373893.1,113.2,2023/10/24 01:53:21.240,0.6,"    1698083601240000","
",47.266161257242,19.5,2.42390570549959,0
7891604,311,4821,1833, ,13,75,2,8,12,23,65,77,14,7,531742.5,2373890.6,113,2023/10/24 01:53:52.328,0.6,"    1698083632328000","
",25.9110015243791,13.5,1.91933344625031,0
7891614,311,4823,1833, ,13,75,2,8,11,23,66,77,16,8,531768.2,2373893.9,113.2,2023/10/24 01:54:17.752,0.6,"    1698083657752000","
",50,19.5,2.56410256410256,0
7891623,311,4827,1833, ,13,75,1,7,8,16,68,77,19,8,531818.2,2373893.9,113.5,2023/10/24 01:54:49.544,0.6,"    1698083689544000","
",25.5001960776779,13.5,1.88890341316132,0
7891632,311,4829,1833, ,13,75,2,10,16,41,64,76,18,9,531843.7,2373894,113.2,2023/10/24 01:55:15.328,0.6,"    1698083715328000","
",24.2297337996897,13.5,1.79479509627331,0
7891641,311,4831,1833, ,13,75,2,7,8,17,62,78,9,4,531867.9,2373892.8,112.9,2023/10/24 01:55:40.376,0.6,"    1698083740376000","
",38.1933240241459,22.5,1.69748106773982,0
7891652,311,4829,1835, ,13,75,1,6,13,34,61,81,9,3,531839.2,2373918,113.1,2023/10/24 01:56:14.504,0.6,"    1698083774504000","
",24.8394846966735,12.5,1.98715877573388,0
7891659,311,4827,1835, ,13,75,2,9,13,26,64,75,12,6,531814.4,2373919.4,113.5,2023/10/24 01:56:39.480,0.6,"    1698083799480000","
",25.0449595727364,11.5,2.17782257154229,0
7891666,311,4825,1835, ,13,75,2,8,11,21,65,79,11,5,531789.4,2373917.9,113.5,2023/10/24 01:57:03.280,0.6,"    1698083823280000","
",50.7252402656447,19.5,2.60129437259716,0
7891675,311,4821,1835, ,13,75,2,8,10,20,66,80,11,5,531738.7,2373919.5,113.3,2023/10/24 01:57:34.824,0.6,"    1698083854824000","
",24.105186163954,12.5,1.92841489311632,0
7891684,311,4819,1835, ,13,75,2,7,11,26,66,76,17,8,531714.6,2373920,113.3,2023/10/24 01:57:59.512,0.6,"    1698083879512000","
",26.9898128930542,13.5,1.99924539948549,0
7891693,311,4817,1835, ,13,75,2,8,11,18,65,78,11,5,531687.7,2373917.8,113.3,2023/10/24 01:58:25.432,0.6,"    1698083905432000","
",24.6657657493105,12.5,1.97326125994484,0
7891753,311,4817,1837, ,13,75,2,9,10,21,66,77,17,8,531691.1,2373942.1,113.4,2023/10/24 02:01:48.928,0.6,"    1698084108928000","
",28.0007142766051,15.5,1.80649769526484,0
7891762,311,4819,1837, ,13,75,1,8,11,23,66,77,16,8,531719.1,2373941.9,113.3,2023/10/24 02:02:16.384,0.6,"    1698084136384000","
",46.7068517458223,19.5,2.39522316645243,0
7891771,311,4823,1837, ,13,75,2,8,10,20,60,77,7,3,531765.8,2373941.1,113.6,2023/10/24 02:02:47.944,0.6,"    1698084167944000","
",26.2194584230641,14.5,1.80823851193545,0
7891778,311,4825,1837, ,13,75,2,7,13,33,62,79,10,4,531791.9,2373943.6,113.5,2023/10/24 02:03:14.440,0.6,"    1698084194440000","
",47.334237080515,24.5,1.93200967675571,0
7891790,311,4829,1837, ,13,75,2,8,13,24,66,86,9,4,531839.2,2373941.8,112.8,2023/10/24 02:03:50.800,0.6,"    1698084230800000","
",27.4987272433541,42.5,0.647028876314215,0
7891801,311,4831,1837, ,13,75,1,7,10,21,60,86,6,2,531866.5,2373945.1,112.6,2023/10/24 02:04:45.144,0.6,"    1698084285144000","
",22.7712538079809,12.5,1.82170030463847,0
7891809,311,4831,1839, ,13,75,1,7,12,28,65,76,17,8,531864.7,2373967.8,112.8,2023/10/24 02:05:09.792,0.6,"    1698084309792000","
",49.2082310187644,23.5,2.09396727739423,0
7891817,311,4827,1839, ,13,75,2,9,12,25,65,77,15,7,531815.5,2373968.7,113.2,2023/10/24 02:05:44.984,0.6,"    1698084344984000","
",25.5999999999767,12.5,2.04799999999814,0
7891825,311,4825,1839, ,13,75,2,7,9,24,65,78,11,4,531789.9,2373968.7,113.5,2023/10/24 02:06:09.336,0.6,"    1698084369336000","
",25.1161302751571,12.5,2.00929042201257,0
7891831,311,4823,1839, ,13,75,1,8,6,11,64,81,8,3,531764.8,2373969.6,113.8,2023/10/24 02:06:33.720,0.6,"    1698084393720000","
",50.0048997599196,20.5,2.43926340292291,0
7891841,311,4819,1839, ,13,75,1,8,11,21,65,78,13,6,531714.8,2373970.3,113.7,2023/10/24 02:07:06.600,0.6,"    1698084426600000","
",26.1068956408918,12.5,2.08855165127134,0
7891849,311,4817,1839, ,13,75,1,8,10,21,66,77,17,8,531688.7,2373969.7,113.6,2023/10/24 02:07:31.464,0.6,"    1698084451464000","
",25.1031870486424,12.5,2.00825496389139,0
7891910,311,4819,1841, ,13,75,2,8,12,24,65,75,16,8,531717.6,2373991.8,113.8,2023/10/24 02:10:53.432,0.6,"    1698084653432000","
",24.6981780704503,15.5,1.59343084325486,0
7891919,311,4821,1841, ,13,75,2,8,9,17,66,77,12,5,531742.2,2373994,113.7,2023/10/24 02:11:21.232,0.6,"    1698084681232000","
",25.0031997952247,12.5,2.00025598361798,0
7891926,311,4823,1841, ,13,75,2,7,11,29,61,80,9,4,531767.2,2373994.4,113.7,2023/10/24 02:11:45.544,0.6,"    1698084705544000","
",26.0155722597031,11.5,2.26222367475679,0
7891934,311,4825,1841, ,13,75,2,9,9,17,67,77,15,7,531793.2,2373993.5,113.4,2023/10/24 02:12:09.424,0.6,"    1698084729424000","
",26.0232588274452,12.5,2.08186070619562,0
