id,easting,northing
7920343,532718.4,2376492.8
7920447,532741.2,2376493.2
7920452,532741.4,2376517.6
7920459,532746.3,2376534.2
7920469,532768.3,2376545.9
7920477,532765.3,2376517.9
7920485,532767.7,2376495.2
7920491,532768.3,2376470.7
7920737,532616.4,2376491.7
7920746,532616.6,2376519.7
7920755,532617.3,2376544.6
7920763,532617.8,2376568.5
7920769,532617.9,2376594
7920779,532617.2,2376616.5
7920788,532617.5,2376643
7920796,532617.4,2376667.7
7920805,532617.5,2376692.8
7920812,532616.8,2376718.3
7920822,532616.6,2376742.7
7920830,532616.4,2376769.5
7920839,532616.3,2376793
7920848,532616,2376818.4
7920856,532616.2,2376843.6
7920866,532615.7,2376868
7920875,532615.7,2376891.5
7920882,532616.4,2376917
7920890,532616.9,2376942.6
7920900,532616.6,2376969.1
7920907,532615.6,2376993.5
7920918,532616.9,2377042.4
7920929,532617.3,2377092.3
7920939,532615.1,2377117.5
7920949,532614.9,2377142
7920957,532615.3,2377167.6
7920967,532616.2,2377191.8
7920974,532616.1,2377217.5
7920985,532616.1,2377269.8
7921073,532616.2,2377291.7
7921081,532615.8,2377317
7921323,532640.6,2377319.3
7921331,532640,2377294.4
7921340,532642.2,2377244
7921348,532641.6,2377219.5
7921357,532641.4,2377193.1
7921370,532640.2,2377120
7921377,532640.5,2377095
7921388,532641.2,2377069
7921398,532642.6,2377043.2
7921407,532642.3,2377018.6
7921415,532641.1,2376995.7
7921427,532640.7,2376968.9
7921438,532642.3,2376943.6
7921445,532642.3,2376917.8
7921452,532641.3,2376894.2
7921463,532641.2,2376869.3
7921473,532642.9,2376844.8
7921484,532642.3,2376819.1
7921492,532641.1,2376793.2
7921502,532641.3,2376769.8
7921513,532641,2376743.5
7921523,532640.7,2376717.8
7921533,532640.8,2376694.4
7921542,532640.7,2376667
7921549,532640.5,2376644.3
7921557,532640.7,2376619.5
7921566,532640.7,2376594.5
7921577,532640.9,2376569.3
7921586,532640.6,2376544
7921595,532640.3,2376520.1
7921603,532640.4,2376494.8
7921613,532637,2376478.7
7921631,532661.1,2376503.5
7921640,532665.7,2376518.1
7921648,532665.7,2376540.4
7921657,532667.1,2376568
7921667,532667.4,2376594.7
7921675,532666.7,2376618.7
7921684,532665.8,2376643.8
7921695,532666.8,2376668
7921705,532666.5,2376693.8
7921713,532665.5,2376717.7
7921724,532665.4,2376743
7921735,532665.9,2376768
7921744,532666,2376792.7
7921752,532666.2,2376818.7
7921760,532666.8,2376843.9
7921769,532667,2376868.3
7921779,532667.3,2376893.5
7921786,532666.8,2376918.1
7921796,532666.8,2376943.4
7921807,532666.8,2376969.2
7921814,532667.1,2376993.9
7921822,532667.9,2377017.7
7921834,532667.9,2377043.2
7921844,532667.8,2377068.8
7921854,532667.5,2377093.4
7921864,532666.8,2377142
7921874,532667.1,2377167
7921885,532667.7,2377192.5
7921897,532667.1,2377244.3
7921904,532666.7,2377269
7921914,532666.6,2377294
7922323,532691.4,2377318.3
7922332,532691.5,2377296.2
7922342,532690.8,2377244.1
7922352,532690.4,2377219.3
7922361,532689.6,2377168.5
7922373,532691.1,2377118.6
7922387,532691.2,2377095
7922397,532691.8,2377069.4
7922405,532692.2,2377043.6
7922415,532692.6,2377020.6
7922422,532692.7,2376993.1
7922430,532692.6,2376968.4
7922439,532692.3,2376945.1
7922448,532692.3,2376920.3
7922455,532692,2376894.7
7922462,532691.4,2376868.5
7922469,532691.1,2376845.1
7922478,532691.4,2376818.9
7922487,532691.3,2376793
7922494,532691.5,2376767.5
7922500,532691.2,2376743
7922508,532691,2376720.2
7922515,532691.6,2376694.4
7922524,532692.2,2376667.6
7922534,532692.8,2376642.3
7922539,532692.5,2376618.3
7922543,532692.2,2376592.6
7922551,532692.9,2376569
7922560,532693.3,2376543.9
7922663,532692.1,2376518.8
7922681,532714,2376545.1
7922689,532716.6,2376568
7922697,532716.9,2376593.8
7922706,532715.8,2376619.1
7922715,532717.3,2376644.9
7922724,532718.8,2376668.4
7922732,532717.9,2376693.3
7922741,532715.6,2376719.8
7922749,532715.1,2376744.9
7922759,532714.7,2376768.9
7922766,532715,2376794.2
7922774,532717.5,2376819.1
7922783,532717,2376844.4
7922793,532714.8,2376868
7922801,532716,2376894.6
7922810,532717.6,2376918.8
7922818,532717.8,2376942.7
7922827,532715,2376968.5
7922835,532714.7,2376993.4
7922854,532714.3,2377018.9
7922863,532713.7,2377043.3
7922872,532714.9,2377068.6
7922886,532713.3,2377094.6
7922893,532714.2,2377119
7922900,532715.5,2377143.1
7922910,532715.9,2377168.9
7922921,532715.7,2377194.4
7922934,532716.2,2377244
7922943,532716.2,2377270.2
7922951,532715.5,2377294.5
7922959,532714.1,2377319.4
7923122,532742.4,2377343.7
7923130,532741.4,2377294
7923150,532741.2,2377268.5
7923157,532740.8,2377217.5
7923165,532740.9,2377194.8
7923173,532740.8,2377170.1
7923180,532741.6,2377144
7923188,532743.1,2377118.7
7923194,532743.5,2377093.5
7923201,532742.4,2377069.9
7923208,532742.6,2377044.1
7923216,532741.5,2377019
7923227,532741.8,2376994.9
7923233,532742.1,2376971.6
7923245,532741.7,2376944.5
7923256,532743,2376919.4
7923261,532742.5,2376895
7923270,532742.1,2376870.4
7923285,532739.7,2376842.5
7923295,532740.2,2376819
7923306,532742,2376795.6
7923319,532742.5,2376696.6
7923329,532743.1,2376670.1
7923340,532742.4,2376643.5
7923349,532742.2,2376617
7923358,532742.4,2376592.9
7923369,532741.6,2376568.9
7923383,532761.7,2376579
7923393,532765,2376595.5
7923401,532765.2,2376617.8
7923415,532782.3,2376601.7
7923891,532767.6,2376844.6
7923900,532766.5,2376868.3
7923908,532766.6,2376893.5
7923914,532766.1,2376919.2
7923922,532766,2376944.5
7923930,532765,2376969.6
7923939,532765.3,2376994.6
7923948,532764.8,2377018.6
7923956,532764.1,2377042
7923965,532763.8,2377067.5
7923974,532765.2,2377093.4
7923984,532765.9,2377119
7923996,532766.3,2377143.2
7924005,532766,2377169
7924013,532765.2,2377193
7924023,532763.9,2377218.7
7924033,532765.2,2377244.1
7924041,532764.6,2377268.1
7924052,532764.8,2377319.8
7924061,532765.9,2377344.7
7925013,532793.2,2377344
7925021,532792,2377318.4
7925029,532792.2,2377293.5
7925039,532792.1,2377269.9
7925048,532791.7,2377244.9
7925056,532791.1,2377219
7925066,532791.3,2377194.6
7925074,532792.1,2377168
7925087,532791.5,2377143.6
7925097,532791.2,2377118.8
7925105,532791.1,2377093
7925114,532791.5,2377068.2
7925122,532791.8,2377043.8
7925130,532792.9,2377019
7925140,532793,2376993.8
7925147,532793.4,2376969.3
7925156,532793.1,2376943.9
7925164,532793.1,2376916.6
7925173,532793.1,2376891.4
7925182,532816.5,2376918.1
7925191,532817.2,2376943.6
7925199,532817.1,2376967.9
7925206,532816.3,2376993.8
7925216,532815.9,2377019.5
7925224,532815.4,2377043.2
7925234,532814.3,2377067.2
7925243,532814.6,2377094
7925251,532815.9,2377117.8
7925262,532816,2377144
7925272,532817.1,2377166.3
7925281,532818.3,2377192.8
7925291,532818.4,2377217.5
7925300,532816.5,2377243.2
7925310,532816.1,2377268.7
7925320,532814.8,2377292.1
7925336,532813,2377319.3
7925348,532815.5,2377345.6
7926051,532840,2377344.9
7926060,532840.3,2377319.5
7926068,532841.6,2377295.1
7926078,532841.8,2377268.9
7926090,532843.7,2377243.1
7926099,532843.1,2377218.5
7926104,532841.4,2377193.3
7926114,532841.3,2377168.4
7926124,532842.4,2377141.6
7926132,532842.9,2377119.1
7926140,532842.3,2377095.4
7926149,532843.2,2377068.9
7926157,532843.2,2377043.5
7926166,532842.3,2377017.5
7926174,532843.6,2376993.2
7926183,532842.3,2376968.1
7926191,532841.6,2376943.4
7926198,532842.2,2376917.9
7926210,532866.8,2376943.1
7926219,532865.7,2376969.8
7926226,532865.1,2376993.9
7926234,532864.1,2377017.4
7926243,532864.8,2377045.2
7926249,532864.9,2377068.9
7926257,532865,2377095
7926264,532864.1,2377120.4
7926269,532865.1,2377144.5
7926278,532865.8,2377169.8
7926287,532864,2377195.4
7926294,532865,2377218.3
7926301,532866.2,2377242.3
7926316,532864.3,2377270.4
7926321,532864,2377294.1
7926332,532864.8,2377319.1
7926342,532865.3,2377341.7
7927071,532892,2377344.9
7927081,532892.6,2377319.8
7927090,532893.2,2377295
7927098,532894.4,2377269.6
7927106,532893.8,2377243.4
7927114,532891.6,2377217.6
7927120,532891.2,2377194.4
7927128,532891.4,2377168.2
7927136,532891.4,2377143.9
7927146,532891.8,2377118.9
7927156,532891.9,2377093.8
7927166,532892.8,2377067.6
7927177,532893,2377040.8
7927184,532891.1,2377017.7
7927191,532890,2376993.9
7927199,532891.8,2376970.5
7927209,532893.4,2376943.4
7927218,532914.7,2376944.4
7927227,532916.5,2376969.2
7927236,532915.5,2376993.3
7927245,532916,2377019.8
7927254,532916.4,2377046.4
7927549,532914.4,2377069.3
7927557,532915.2,2377094.8
7927569,532915.4,2377118.7
7927583,532915.4,2377143.7
7927590,532914.9,2377168.8
7927598,532914.7,2377194.3
7927607,532914,2377219
7927619,532915.5,2377245
7927627,532918,2377268.5
7927636,532919,2377293.5
7927643,532918.3,2377318.1
7927652,532915.7,2377345
7928359,532941.7,2377342.8
7928370,532941.9,2377318.2
7928380,532942.8,2377292.3
7928387,532942.3,2377268.2
7928398,532942.4,2377243.9
7928410,532943.3,2377217
7928420,532941.8,2377191.7
7928428,532941.7,2377168.6
7928435,532942.1,2377144.3
7928444,532941.5,2377119.2
7928453,532940.3,2377091.8
7928462,532941.8,2377069.2
7928471,532942,2377043.9
7928479,532941.6,2377018.6
7928487,532942.9,2376993
7928496,532943.3,2376969.1
