node,easting,northing
5926,369132.3,2459707.3
5935,369158,2459706.7
5944,369184.5,2459705.3
5952,369208.8,2459705.3
5967,369235.8,2459681.9
5974,369209.8,2459681.2
5981,369186.4,2459680.2
5990,369135.8,2459681.9
6004,369085.3,2459683.2
6009,369061.7,2459683.7
6019,369036.1,2459683.6
6027,369010.8,2459683.5
6039,368960.7,2459682.9
6046,368910.6,2459681.8
6053,368887.1,2459681.8
6063,368885.9,2459653.5
6068,368906.5,2459654
6078,368936.8,2459654.9
6085,368960.2,2459655.2
6092,368984.5,2459655.6
6102,369032.7,2459655.6
6111,369057.9,2459656.1
6120,369107.8,2459655.8
6129,369134.1,2459655.6
6137,369156.9,2459654.5
6146,369210.8,2459655.1
6154,369233.5,2459654.1
6166,369235.2,2459630
6174,369185.1,2459631
6184,369161.2,2459632.2
6192,369110.8,2459634.4
6201,369086.7,2459633.6
6209,369060,2459633.9
6218,369036.8,2459634
6227,369012.7,2459634
6237,368986.5,2459633.9
6245,368937,2459634
6259,368884.7,2459633.1
6271,368884.5,2459607.3
6278,368908.6,2459605.1
6288,368933.2,2459605.4
6297,368957.5,2459606.7
6305,368982.9,2459606.2
6316,369035.9,2459604.5
6325,369058.2,2459605.8
6334,369110,2459605
6341,369134,2459605.4
6351,369183,2459607.6
6359,369207.5,2459606.9
6367,369234.7,2459604.9
6379,369210.8,2459581.4
6387,369186.8,2459583.7
6393,369160.6,2459584.4
6401,369137.8,2459583.7
6416,369112.6,2459581.7
6424,369088,2459580.1
6437,369035.3,2459580.9
6447,369011.7,2459581.8
6453,368986.1,2459581.8
6465,368936,2459582.8
6474,368911.5,2459581.9
6485,368884,2459557.3
6495,368908.5,2459556.2
6503,368961.1,2459557.1
6514,369009.7,2459554.8
6523,369033.6,2459556.2
6531,369058.3,2459555.9
6542,369082.9,2459554.6
6550,369108.7,2459554.7
6560,369159,2459559.2
6570,369209,2459555.1
6580,369235.7,2459554.5
6593,369236,2459531.9
6603,369186.9,2459529.5
6609,369162,2459529
6618,369134.9,2459530.6
6630,369086.3,2459534
6638,369061,2459533.7
6648,369010.1,2459533
6658,368986.4,2459532.9
6668,368960.6,2459532.6
6674,368936.2,2459532.2
6691,368884.8,2459530.5
6700,368884.1,2459507.5
6709,368910.5,2459505.8
6719,368960,2459506.1
6728,369011.1,2459505.7
6737,369035.2,2459506.3
6746,369060.2,2459507.6
6755,369085.5,2459506.4
6767,369135.6,2459505.2
6778,369159.9,2459506.2
6784,369183.3,2459505
6795,369232.1,2459506.1
6809,369210.8,2459481
6815,369186.2,2459482
6824,369162.7,2459483.2
6831,369133.9,2459484.9
6840,369110.1,2459484.4
6853,369059.9,2459482.4
6862,369008.6,2459481.6
6870,368984.9,2459481.5
6880,368959.9,2459481.9
6886,368934.5,2459482.5
6894,368911.5,2459483
6903,368886.2,2459483.4
6916,368886.5,2459455.2
6928,368935.3,2459455.1
6937,368985.4,2459455
6945,369009.9,2459454
6955,369034.3,2459453.6
6963,369059.8,2459456.4
6972,369085.6,2459456.1
6981,369109,2459455.1
6994,369185,2459458.2
7003,369210.2,2459457.7
7010,369235.2,2459456.8
12247,369185.8,2460157.7
12284,368861.5,2459933.6
12290,368832.5,2459931.4
12300,368784.1,2459931.6
12307,368758.1,2459931.2
12313,368734,2459930.9
12323,368683.3,2459931
12329,368659.6,2459930.4
12337,368633.9,2459931.1
12344,368607.8,2459931.5
12350,368560.2,2459928.9
12385,368559.3,2459960.7
12390,368584.7,2459959.7
12398,368633.9,2459956.9
12405,368686.6,2459958.4
12412,368710.8,2459957.9
12418,368734.6,2459958.1
12426,368786.4,2459956.6
12433,368809.2,2459958.2
12440,368832.7,2459959.6
12449,368859.5,2459981.6
12456,368834.5,2459983.5
12463,368808.8,2459978
12469,368758.5,2459981.1
12476,368733.8,2459979.2
12483,368707.1,2459980
12491,368658.2,2459983.1
12497,368608.6,2459980.8
12503,368584.1,2459980.3
12509,368560,2459980
12549,368583.8,2460008.9
12557,368609.8,2460007.6
12564,368635,2460008.6
12572,368659.3,2460008.6
12578,368685.3,2460009.6
12585,368711.4,2460009.4
12595,368760.2,2460008.4
12602,368786.4,2460008.6
12607,368810,2460008.4
12616,368860.5,2460007.9
12624,368861.8,2460032.2
12630,368834.4,2460030.4
12637,368809.5,2460030.9
12645,368760.8,2460029.6
12653,368732,2460030.1
12659,368709.2,2460029
12668,368659.6,2460031.7
12676,368634,2460031.6
12683,368608.6,2460030.6
12691,368557,2460031.9
12730,368586.7,2460058.8
12748,368611.1,2460057.3
12757,368637.3,2460057.8
12764,368685.7,2460056
12770,368710.7,2460055.6
12778,368733.5,2460056.2
12789,368786.8,2460056.3
12801,368812.9,2460058.1
12808,368834.7,2460058.8
12822,368859.7,2460082.9
12831,368831.8,2460084.8
12839,368782.2,2460080.7
12848,368758.3,2460079.8
12857,368735.1,2460078.5
12867,368683.1,2460080.7
12876,368658.5,2460081.5
12884,368634.5,2460080.1
12891,368583.3,2460081.7
12900,368559.6,2460081.8
12948,368561.9,2460108.6
12954,368586,2460108.3
12963,368610.6,2460108.9
12970,368660.8,2460107.5
12977,368683.2,2460104.8
12984,368709.1,2460107.2
12993,368761.4,2460108.8
12998,368785.9,2460108.8
13007,368809.6,2460109.4
13016,368859.9,2460110
13024,368861.5,2460134.5
13032,368834.9,2460131.4
13042,368783.2,2460129.8
13049,368758.4,2460130.5
13057,368733.5,2460128.6
13065,368682.5,2460130.9
13071,368659.8,2460130.9
13078,368634.2,2460130.4
13085,368610.7,2460128.9
13096,368558.9,2460131.1
13142,368560.8,2460159.4
13149,368585.4,2460158.9
13157,368610.2,2460156.9
13166,368662.3,2460159.1
13169,368684.1,2460159.4
13177,368709.2,2460157.3
13186,368759.1,2460159.2
13193,368784,2460157.4
13203,368809.5,2460157.9
13212,368858.9,2460157.3
13220,368836,2460182.2
13227,368809.8,2460182.4
13234,368785.8,2460182.5
13245,368735.3,2460184.1
13254,368709.8,2460181
13261,368658.5,2460180.7
13271,368633.6,2460180
13278,368608.9,2460181.1
13284,368586.8,2460182.8
13346,368560.7,2460207.7
13354,368584.1,2460205.9
13365,368635.9,2460206.3
13374,368687.4,2460208.5
13381,368711.3,2460207.5
13390,368733.4,2460206.8
13396,368762.3,2460208.5
13405,368810.4,2460209.2
13415,368833.6,2460209.7
13449,368834.8,2460228.6
13459,368808.7,2460231.7
13470,368785.7,2460235.3
13484,368735.4,2460233.5
13494,368709.7,2460234.4
13502,368683.3,2460233
13515,368636.5,2460233.5
13527,368612.7,2460232.3
13535,368584.5,2460230.7
13588,368559.3,2460258.3
13596,368585.5,2460257.7
13605,368634.6,2460258.4
13612,368659.6,2460259.4
13617,368684.4,2460257.9
13627,368735.4,2460258.8
13634,368760.1,2460259.4
13644,368809.1,2460257.3
13651,368834.1,2460257.5
13659,368836.2,2460285.6
13670,368784.6,2460281.9
13675,368760.6,2460282.5
13681,368733.4,2460283.2
13685,368708.8,2460282.7
13694,368659.2,2460279.9
13699,368633.7,2460280.8
13708,368611.2,2460281.7
13717,368559.8,2460280.1
13762,368561.3,2460308.1
13769,368584.1,2460306.6
13776,368608.8,2460308.7
13787,368658.4,2460308.5
13796,368685.6,2460308.8
13802,368708.8,2460308.2
13814,368759,2460306.1
13823,368785.2,2460306.6
13830,368808.9,2460309.6
13837,368830.5,2460331.8
13845,368808.7,2460333.2
13855,368760,2460332.8
13863,368737,2460334.3
13870,368710.6,2460334.3
13876,368685.3,2460332.4
13885,368635.1,2460331.7
13891,368609.9,2460331.7
13895,368585.7,2460330.5
13961,368660.1,2460356.1
13967,368685.4,2460354.8
13973,368709.5,2460356.9
13983,368760.6,2460357.8
13989,368785.4,2460358.2
13995,368810.3,2460357.6
19293,368563.2,2459906.5
19301,368588.4,2459906.2
19311,368638.5,2459907.1
19319,368659.5,2459907.7
19329,368714,2459907.5
19338,368738.9,2459907.2
19345,368763.5,2459907.3
19354,368812.8,2459907.6
19361,368837.4,2459907.4
19366,368863.4,2459908
19378,368858.8,2459879.7
19386,368807.9,2459881.6
19393,368780.9,2459881.4
19399,368757.6,2459881
19404,368732,2459881.5
19412,368684.8,2459881.1
19418,368658.3,2459880.2
19426,368605.5,2459881.6
19431,368580.2,2459881.8
19438,368557.4,2459882.1
19615,368562.6,2459856.8
19627,368613,2459856.1
19637,368637.7,2459856
19647,368663.1,2459856.2
19656,368688.5,2459856.6
19664,368714.1,2459856.9
19671,368763.6,2459856.2
19680,368786.6,2459856.1
19692,368837.6,2459857
19731,368858.6,2459829.4
19739,368832.2,2459830.1
19748,368807.2,2459831.1
19757,368781.8,2459831.8
19768,368731.5,2459831.2
19777,368706.5,2459830.8
19786,368682.5,2459830.8
19797,368631.1,2459830.9
19806,368606.2,2459831.1
19813,368583,2459830.9
20047,368562.6,2459806.3
20055,368588,2459806.6
20067,368636.7,2459807.3
20076,368660.8,2459806.9
20086,368686.9,2459806.8
20095,368736.3,2459807.6
20104,368786.5,2459807.6
20114,368812.9,2459807.8
20124,368838,2459807.9
20130,368862.5,2459807.1
20142,368856.8,2459778.5
20152,368832.9,2459780.2
20161,368809.3,2459781
20170,368759.2,2459780.2
20179,368708,2459781.2
20188,368681.2,2459782.8
20196,368657.9,2459784.4
20203,368632.6,2459785.2
20213,368608.5,2459783.7
20221,368583.8,2459781.3
20434,368562,2459757.2
20443,368614.2,2459757.1
20453,368638.4,2459756.9
20460,368661.5,2459756.9
20471,368712.7,2459757.2
20481,368738.9,2459756.6
20491,368763.2,2459756.2
20499,368788.3,2459756.3
20509,368813.1,2459756.9
20520,368862.5,2459758.3
20537,368835.8,2459731.9
20679,368788.7,2459729.8
20691,368757.2,2459730.8
20700,368732.3,2459732.9
20707,368708.1,2459734.5
20712,368682.9,2459732.9
20739,368608.5,2459733.3
20748,368583.7,2459732.5
20757,368556,2459730.8
20971,368587.4,2459707.9
20979,368613.7,2459707.6
20987,368638.9,2459707.4
20994,368661.2,2459707.5
21001,368686.9,2459708
21008,368711.7,2459707.8
21020,368763.1,2459706.6
21028,368787.5,2459706.4
21039,368837.8,2459706
21049,368862.9,2459706
21061,368858.3,2459680.5
21071,368806.7,2459681.6
21080,368783.1,2459681.6
21090,368756.6,2459681.9
21100,368730.2,2459681.9
21109,368706,2459681.2
21120,368659.2,2459679.4
21131,368632,2459680.5
21142,368581.7,2459681.5
21152,368556,2459681.5
21368,368559.6,2459655.1
21383,368613.9,2459655.2
21393,368635.6,2459654.9
21404,368686.2,2459654.1
21413,368712.9,2459655.4
21423,368738.7,2459654.8
21433,368759.6,2459654.5
21450,368813.4,2459656.4
21460,368836.1,2459655.9
21471,368859.8,2459630.4
21481,368832.4,2459628.3
21491,368806.8,2459633.7
21498,368783.9,2459634.3
21510,368732,2459632.1
21523,368681,2459632.5
21532,368658.8,2459632.7
21544,368607.2,2459631.8
21553,368584.1,2459631.4
21562,368556.8,2459631.6
21785,368563.8,2459606
21795,368587.4,2459607.2
21806,368638.2,2459607.7
21815,368662.4,2459607.8
21825,368687.8,2459607.3
21834,368710.9,2459607.1
21845,368762.7,2459607.4
21855,368788.8,2459607.4
21864,368812.7,2459607.7
21879,368859.7,2459578.2
21889,368834.5,2459579.5
21899,368783.3,2459581.8
21942,368756.7,2459581.7
21952,368731.5,2459579.6
21961,368706.9,2459580.3
21971,368658,2459581.8
21984,368605.4,2459581.4
21991,368581.7,2459581.5
21999,368557.6,2459581.9
22204,368587.8,2459557
22213,368613.4,2459556.6
22221,368636.7,2459555.6
22231,368662.4,2459555.8
22241,368688.3,2459556.7
22252,368739.6,2459557
22264,368762.8,2459556.4
22271,368812.5,2459555.9
22280,368837.6,2459558
22288,368862.4,2459558.3
22298,368857.8,2459529.6
22306,368832.7,2459531.1
22314,368809.2,2459532.6
22324,368783.9,2459534.1
22335,368730.6,2459532.3
22342,368707.5,2459531.5
22350,368684.2,2459530.7
22360,368632.6,2459531.1
22367,368607.5,2459532.6
22379,368558,2459534.2
22713,368562.5,2459507.1
22718,368587.1,2459505.3
22728,368611.8,2459504.1
22739,368659.2,2459506.8
22751,368713.3,2459508.1
22756,368737.6,2459508
22765,368762.5,2459508
22776,368812.7,2459508
22785,368837.7,2459508
22793,368858.9,2459507.4
22801,368834.1,2459481.3
22811,368781,2459482.1
22818,368756.5,2459481.2
22824,368732.5,2459480.7
22834,368681.5,2459481.4
22842,368656,2459482
22849,368631,2459482.6
22858,368606.8,2459482.3
22869,368557,2459481
23059,368562.5,2459457.1
23066,368588.1,2459457.4
23074,368637.3,2459457.5
23082,368662.8,2459458.3
23089,368686.5,2459458.4
23097,368713.5,2459457.2
23110,368764,2459456.7
23117,368787.7,2459456.3
23127,368810.5,2459457.1
23141,368857.6,2459456.9
23173,368857.3,2459431
23181,368831.3,2459430.5
23190,368807.1,2459430.7
23197,368782.4,2459431.7
23209,368734,2459433.3
23217,368706.7,2459434.1
23224,368682.1,2459433.2
23236,368630.5,2459432.6
23244,368606.3,2459432.2
23251,368581.6,2459431.2
23427,368561.8,2459407
23435,368586.3,2459407
23441,368610.6,2459407.6
23451,368661,2459407.9
23460,368686.6,2459408.3
23469,368712.1,2459408.5
23477,368761.6,2459407.5
23487,368811.2,2459407.4
23494,368836.4,2459407.5
23504,368834.5,2459378.4
23513,368782.4,2459380.9
23520,368755,2459381.1
23528,368732.4,2459380.1
23536,368708.5,2459378.7
23546,368658,2459378.6
23554,368631.7,2459379.8
23562,368584.3,2459382.7
23571,368557,2459382.8
