1,533591.3,2372423.3
2,533593.3,2372445.3
3,533593.8,2372468.4
4,533590.4,2372493
5,533618.5,2372491.6
6,533615.4,2372422
7,533616.7,2372394.9
8,533614.5,2372367
9,533617.6,2372343.5
10,533618.5,2372317.2
11,533616,2372294.6
12,533616.7,2372245.6
13,533617,2372217.5
14,533641.4,2372470.9
15,533642,2372445.1
16,533641.8,2372419.5
17,533641.4,2372368.3
18,533640.1,2372342.5
19,533639.3,2372319.7
20,533642.8,2372268.5
21,533644.1,2372243.6
22,533641.2,2372217.9
23,533641,2372191.9
24,533637.9,2372145.9
25,533640.7,2372118.5

