label,easting,northing
1,524938.5,2373145.5
2,524964.7,2373147.5
3,524964.9,2373169.5
4,524939.6,2373175.5
5,524945.0,2373192.0
6,524962.5,2373188.8
53,525072.2,2373420.2
26,525098.1,2373441.5
32,525116.9,2373445.8
30,525141.4,2373443.0
29,525165.5,2373445.5
27,525170.9,2373427.5
28,525190.2,2373417.5
48,525217.2,2373417.8
46,525216.1,2373437.8
39,525190.4,2373444.0
36,525167.4,2373463.8
34,525142.4,2373466.5
25,525120.3,2373467.2
24,525140.8,2373494.0
22,525168.3,2373518.8
23,525164.2,2373496.2
43,525192.8,2373468.2
45,525217.2,2373464.5
761,525342.0,2373445.8
764,525367.0,2373444.0
779,525443.1,2373419.0
771,525418.9,2373442.5
768,525415.5,2373463.0
766,525390.8,2373460.5
759,525344.1,2373469.0
756,525364.7,2373461.5
773,525393.3,2373442.0
776,525392.8,2373422.0
800,525314.8,2373293.0
798,525311.2,2373268.5
796,525314.8,2373243.2
794,525313.8,2373220.0
792,525293.2,2373244.8
790,525294.3,2373270.5
788,525296.3,2373295.2
786,525293.8,2373320.0
785,525314.7,2373315.5
783,525339.2,2373290.8
802,525340.3,2373270.5
677,525415.2,2373242.2
681,525439.1,2373244.0
683,525446.1,2373219.5
675,525414.5,2373219.0
672,525415.1,2373192.8
669,525433.2,2373172.5
666,525467.8,2373141.2
662,525491.0,2373141.2
659,525518.8,2373144.8
656,525520.0,2373166.5
653,525541.4,2373169.5
650,525563.3,2373168.0
645,525543.0,2373118.5
642,525566.3,2373118.0
639,525588.6,2373117.5
636,525614.9,2373117.8
633,525640.3,2373119.0
425,525592.1,2372967.0
423,525616.6,2372970.8
421,525640.2,2372968.0
419,525643.0,2372942.5
432,525616.4,2372947.5
431,525589.6,2372947.2
428,525572.7,2372932.0
415,525572.4,2372915.0
416,525593.9,2372913.5
417,525617.3,2372914.2
418,525634.4,2372917.8
412,525615.2,2372893.0
413,525592.4,2372891.5
414,525567.8,2372892.8
340,525542.7,2372895.5
341,525516.7,2372869.8
347,525491.8,2372791.8
346,525490.9,2372769.5
350,525514.9,2372743.0
369,525542.8,2372744.0
368,525566.9,2372743.0
366,525592.3,2372744.0
364,525615.6,2372742.2
362,525640.5,2372743.5
360,525672.1,2372740.2
356,525664.4,2372717.8
355,525639.9,2372717.2
354,525618.2,2372717.0
353,525591.1,2372718.8
352,525566.6,2372718.8
351,525542.7,2372718.2
933,525617.3,2372592.5
934,525592.7,2372593.5
935,525568.5,2372593.8
936,525541.8,2372592.8
937,525514.4,2372591.2
938,525492.6,2372592.5
939,525468.4,2372591.2
921,525464.1,2372567.5
910,525467.3,2372542.0
881,525440.4,2372520.0
866,525440.6,2372492.0
818,525490.8,2372443.0
816,525515.5,2372443.0
814,525544.1,2372443.2
813,525566.8,2372443.5
811,525591.1,2372442.8
809,525614.8,2372441.8
803,525616.4,2372417.5
801,525590.8,2372418.8
799,525566.1,2372420.5
797,525540.8,2372420.2
795,525516.3,2372420.5
793,525491.4,2372420.5
791,525467.3,2372420.5
789,525441.8,2372419.5
787,525415.9,2372417.8
781,525366.2,2372393.2
782,525342.9,2372393.0
336,525292.9,2372367.5
192,525244.5,2372341.2
194,525242.3,2372319.0
181,525242.5,2372243.0
179,525239.2,2372217.8
177,525241.5,2372196.0
512,525242.0,2372194.8
197,525266.0,2372190.2
200,525265.5,2372168.8
161,525241.4,2372167.2
163,525218.8,2372169.0
175,525216.2,2372195.5
173,525194.2,2372191.2
172,525189.6,2372171.2
169,525166.1,2372169.5
167,525191.6,2372145.0
165,525216.8,2372143.2
159,525240.9,2372143.5
202,525264.4,2372144.5
299,525291.9,2372144.8
298,525317.2,2372142.2
296,525364.6,2372145.0
295,525391.3,2372144.0
294,525415.8,2372142.5
293,525439.7,2372143.5
292,525466.1,2372145.2
291,525492.1,2372143.5
290,525516.4,2372142.0
289,525541.6,2372142.8
288,525567.2,2372143.5
287,525592.2,2372143.5
286,525615.4,2372143.5
285,525640.7,2372145.5
284,525665.4,2372144.0
283,525666.1,2372120.5
282,525641.9,2372118.0
281,525616.3,2372120.2
280,525592.1,2372119.0
279,525566.7,2372117.8
278,525542.3,2372118.8
277,525515.7,2372120.0
276,525491.7,2372120.5
275,525469.2,2372119.5
274,525441.1,2372118.2
273,525415.6,2372118.8
272,525391.4,2372119.2
297,525340.6,2372143.8
300,525316.8,2372171.5
301,525341.0,2372169.5
302,525365.8,2372169.2
303,525391.8,2372169.0
304,525416.8,2372169.2
305,525441.8,2372169.5
306,525465.4,2372169.0
307,525492.4,2372168.5
308,525516.4,2372169.2
309,525540.2,2372169.5
310,525567.1,2372168.8
311,525591.5,2372169.5
312,525614.6,2372170.2
313,525640.4,2372169.5
314,525665.6,2372171.5
315,525665.3,2372194.5
316,525639.7,2372194.8
317,525614.6,2372194.0
318,525587.6,2372194.0
319,525567.1,2372194.2
320,525540.1,2372195.0
321,525516.2,2372194.8
322,525491.1,2372194.2
323,525466.1,2372194.0
324,525442.7,2372193.5
325,525416.6,2372194.2
326,525389.9,2372195.2
327,525364.7,2372193.0
328,525339.6,2372193.2
329,525318.1,2372197.5
330,525290.9,2372219.5
184,525266.2,2372268.0
186,525264.3,2372295.0
188,525263.8,2372317.0
190,525269.4,2372345.0
784,525316.2,2372418.0
828,525318.0,2372444.0
826,525342.6,2372443.2
825,525367.3,2372441.5
821,525442.8,2372443.5
820,525465.8,2372443.5
839,525516.1,2372468.2
841,525540.7,2372467.5
842,525566.7,2372469.0
844,525590.2,2372469.0
846,525615.2,2372470.2
848,525640.5,2372470.5
807,525643.0,2372444.0
804,525640.7,2372418.2
758,525640.2,2372395.2
760,525615.9,2372394.5
762,525588.8,2372394.8
763,525565.8,2372394.2
765,525542.7,2372393.5
767,525517.2,2372393.5
769,525491.3,2372393.5
770,525464.9,2372393.5
772,525442.8,2372392.8
775,525415.8,2372392.5
778,525389.5,2372392.0
714,525341.0,2372369.5
711,525319.2,2372366.0
335,525292.4,2372345.2
334,525291.9,2372317.5
572,525314.5,2372269.8
569,525342.4,2372242.5
566,525367.1,2372241.2
565,525392.5,2372242.2
563,525418.2,2372243.0
561,525442.9,2372244.0
560,525467.3,2372244.5
557,525491.5,2372243.0
556,525515.8,2372241.2
553,525541.8,2372241.2
551,525566.9,2372241.5
550,525591.6,2372241.2
548,525616.9,2372241.0
545,525645.6,2372242.0
598,525641.9,2372270.0
597,525616.3,2372270.5
595,525592.5,2372270.8
593,525565.8,2372269.5
591,525540.5,2372269.2
589,525516.3,2372270.2
587,525492.2,2372270.2
584,525465.4,2372269.5
582,525441.1,2372269.2
580,525416.8,2372267.0
578,525390.7,2372269.0
576,525366.3,2372268.5
574,525342.1,2372269.2
631,525317.7,2372293.2
634,525314.1,2372317.5
708,525342.1,2372342.5
710,525316.9,2372342.0
333,525290.8,2372292.5
332,525291.6,2372268.0
331,525292.2,2372244.2
516,525337.6,2372219.8
518,525362.3,2372221.5
519,525387.2,2372220.2
520,525415.5,2372219.0
523,525441.5,2372218.5
525,525464.6,2372218.5
527,525488.7,2372219.8
529,525514.6,2372221.0
532,525540.6,2372220.0
534,525565.5,2372219.5
535,525590.3,2372219.0
536,525614.6,2372220.0
539,525640.6,2372222.0
541,525664.3,2372221.5
543,525667.6,2372243.0
600,525666.9,2372269.8
603,525665.0,2372293.8
605,525641.1,2372293.8
607,525616.5,2372292.5
609,525591.9,2372293.5
611,525568.0,2372295.2
613,525540.6,2372295.2
615,525516.6,2372292.5
617,525490.2,2372291.8
619,525468.1,2372294.0
621,525441.3,2372295.8
623,525418.1,2372294.0
625,525391.4,2372292.0
627,525366.8,2372291.0
638,525365.6,2372319.0
641,525390.9,2372322.2
